,index,link,title,postdate,latitude,longitude,neighborhood,beds,baths,area,others,price,text,restaurant_count,school_count,bus_station_count,railway_station_count,distance_from_us
4793,4913,https://chicago.craigslist.org/chc/apa/d/chicago-come-and-get-your-spacious/6914279609.html,Come and get your Spacious Apartment,Jul  1,41.941232,-87.644654, (Lakeview),0.0,1.0,,,1101.0,price: $1101.0<br>Beds: 0.0<br> Baths: 1.0,30,3,0,4,4.323328452037741
4794,4914,https://chicago.craigslist.org/chc/apa/d/chicago-updated-vanity-medicine-cabinets/6904520284.html,"Updated Vanity, Medicine Cabinets",Jul  1,41.933032,-87.639554, (Lincoln Park),2.0,1.0,,,2003.0,price: $2003.0<br>Beds: 2.0<br> Baths: 1.0,24,2,0,0,3.751561035207671
4795,4915,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-1-bedroom-in-lake-view/6921199784.html,Amazing 1 Bedroom in Lake View - 3902 N. Greenview Ave #3902-3,Jul  1,41.9543,-87.6575, (Lake View),1.0,1.0,,,1425.0,price: $1425.0<br>Beds: 1.0<br> Baths: 1.0,3,2,0,2,5.294094356896243
4796,4916,https://chicago.craigslist.org/chc/apa/d/chicago-breathtaking-3-bedroom-2-bath/6921187617.html,Breathtaking 3 Bedroom/2 Bath in Lincoln Park - 1817 N. Clybourn #2,Jul  1,41.9229,-87.6483, (Lincoln Park),3.0,2.0,,,2895.0,price: $2895.0<br>Beds: 3.0<br> Baths: 2.0,27,8,0,2,3.0793667964517395
4797,4917,https://chicago.craigslist.org/chc/apa/d/chicago-walk-to-wrigley-addison-redline/6914279592.html,"Walk to Wrigley, Addison Redline",Jul  1,41.948132,-87.645754, (Lakeview),0.0,1.0,,,1050.0,price: $1050.0<br>Beds: 0.0<br> Baths: 1.0,16,3,0,3,4.802131415536637
4798,4918,https://chicago.craigslist.org/chc/apa/d/chicago-charming-sheffield-depaul-3/6921189301.html,Charming Sheffield & DePaul 3 Bedroom - 2638 N. Lincoln #2638-3,Jul  1,41.9229,-87.6483, (Sheffield & DePaul),3.0,2.0,,,2975.0,price: $2975.0<br>Beds: 3.0<br> Baths: 2.0,27,8,0,2,3.0793667964517395
4799,4919,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-2-bedroom-in/6921156249.html,Amazing 2 Bedroom in Wrigleyville - 1340 W. Waveland Ave #1340-2,Jul  1,41.9543,-87.6575, (Wrigleyville),2.0,1.0,,,1895.0,price: $1895.0<br>Beds: 2.0<br> Baths: 1.0,3,2,0,2,5.294094356896243
4800,4920,https://chicago.craigslist.org/chc/apa/d/chicago-prime-lake-view-location/6921152446.html,Prime Lake View Location - 852 W. Waveland Ave #1,Jul  1,41.9543,-87.6575, (Lake View),2.0,1.0,,,1825.0,price: $1825.0<br>Beds: 2.0<br> Baths: 1.0,3,2,0,2,5.294094356896243
4801,4921,https://chicago.craigslist.org/chc/apa/d/chicago-magnificent-old-town-2-bedroom/6921158041.html,Magnificent Old Town 2 Bedroom - 1433 N. Wells #1433-1R,Jul  1,41.9033,-87.6336, (Old Town),2.0,1.0,,,1795.0,price: $1795.0<br>Beds: 2.0<br> Baths: 1.0,40,4,0,4,1.7330709873443655
4802,4922,https://chicago.craigslist.org/chc/apa/d/chicago-prime-lincoln-park-3-bedroom/6921148990.html,Prime Lincoln Park 3 Bedroom - 638 W. Drummond Pl #638-1F,Jul  1,41.9229,-87.6483, (Lincoln Park),3.0,2.0,,,2625.0,price: $2625.0<br>Beds: 3.0<br> Baths: 2.0,27,8,0,2,3.0793667964517395
4803,4923,https://chicago.craigslist.org/chc/apa/d/chicago-charming-3-bedroom-2-bath-in/6921150673.html,Charming 3 Bedroom/2 Bath in Lake View - 852 W. Waveland Ave #G,Jul  1,41.9543,-87.6575, (Lake View),3.0,2.0,,,2095.0,price: $2095.0<br>Beds: 3.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4804,4924,https://chicago.craigslist.org/chc/apa/d/chicago-quality-4-bedroom-3-bath-in/6921154440.html,Quality 4 Bedroom/3 Bath in Wrigleyville - 1336 W. Waveland Ave #1336-1,Jul  1,41.9543,-87.6575, (Wrigleyville),4.0,3.0,,,3395.0,price: $3395.0<br>Beds: 4.0<br> Baths: 3.0,3,2,0,2,5.294094356896243
4805,4925,https://chicago.craigslist.org/chc/apa/d/chicago-stunning-4-bedroom-2-bath-in/6921142261.html,Stunning 4 Bedroom/2 Bath in Lake View - 851 W. Grace St #851-3,Jul  1,41.9543,-87.6575, (Lake View),4.0,2.0,,,3195.0,price: $3195.0<br>Beds: 4.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4806,4926,https://chicago.craigslist.org/chc/apa/d/chicago-wonderfully-updated-3-bedroom-2/6921137081.html,Wonderfully Updated 3 Bedroom/2 Bath in North Center - 1808 W. Patterson Ave #18,Jul  1,41.9543,-87.6575, (North Center),3.0,2.0,,,2525.0,price: $2525.0<br>Beds: 3.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4807,4927,https://chicago.craigslist.org/chc/apa/d/chicago-prime-wrigleyville-location/6921146750.html,Prime Wrigleyville Location - 3824 N. Sheffield Ave #2,Jul  1,41.9543,-87.6575, (Wrigleyville),4.0,2.0,,,3045.0,price: $3045.0<br>Beds: 4.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4808,4928,https://chicago.craigslist.org/chc/apa/d/chicago-prime-wrigleyville-location/6921144592.html,Prime Wrigleyville Location - 3822 N. Sheffield Ave #3822-2,Jul  1,41.9543,-87.6575, (Wrigleyville),4.0,2.0,,,3045.0,price: $3045.0<br>Beds: 4.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4809,4929,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-wrigleyville-3-bedroom/6921128843.html,Amazing Wrigleyville 3 Bedroom - 1336 W. Waveland Ave #1336-3,Jul  1,41.9543,-87.6575, (Wrigleyville),3.0,1.0,,,2295.0,price: $2295.0<br>Beds: 3.0<br> Baths: 1.0,3,2,0,2,5.294094356896243
4810,4930,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-3-bedroom-2-bath-in/6921134511.html,Beautiful 3 Bedroom/2 Bath in Wrigleyville - 1338 W. Waveland Ave #1338-1,Jul  1,41.9543,-87.6575, (Wrigleyville),3.0,2.0,,,2795.0,price: $2795.0<br>Beds: 3.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4811,4931,https://chicago.craigslist.org/chc/apa/d/chicago-prime-lincoln-park-location/6921103540.html,Prime Lincoln Park Location - 518 W. Fullerton Pkwy #518-3,Jul  1,41.9229,-87.6483, (Lincoln Park),5.0,4.0,,,4845.0,price: $4845.0<br>Beds: 5.0<br> Baths: 4.0,27,8,0,2,3.0793667964517395
4812,4932,https://chicago.craigslist.org/chc/apa/d/chicago-prime-lake-view-location-grace/6921125681.html,Prime Lake View Location - 849 W. Grace Street #849G-3,Jul  1,41.9543,-87.6575, (Lake View),4.0,2.0,,,3195.0,price: $3195.0<br>Beds: 4.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4813,4933,https://chicago.craigslist.org/chc/apa/d/chicago-prime-lake-view-location-with/6921119040.html,Prime Lake View Location with Private Outdoor Space - 3722 N. Fremont St #3722-2,Jul  1,41.9543,-87.6575, (Lake View),4.0,2.0,,,3345.0,price: $3345.0<br>Beds: 4.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4814,4934,https://chicago.craigslist.org/chc/apa/d/chicago-prime-wrigleyville-location/6921121144.html,Prime Wrigleyville Location - 3824 N. Sheffield Ave #3824-3,Jul  1,41.9543,-87.6575, (Wrigleyville),4.0,2.0,,,3045.0,price: $3045.0<br>Beds: 4.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4815,4935,https://chicago.craigslist.org/chc/apa/d/chicago-prime-lincoln-park-location/6921110374.html,Prime Lincoln Park Location - 2056 N. Cleveland Ave #2056-2,Jul  1,41.9229,-87.6483, (Lincoln Park),4.0,3.0,,,4195.0,price: $4195.0<br>Beds: 4.0<br> Baths: 3.0,27,8,0,2,3.0793667964517395
4816,4936,https://chicago.craigslist.org/chc/apa/d/chicago-quality-lincoln-park-4-bedroom/6921116557.html,Quality Lincoln Park 4 Bedroom - 2317 N. Orchard Ave. #2317-2,Jul  1,41.9229,-87.6483, (Lincoln Park),4.0,2.0,,,3495.0,price: $3495.0<br>Beds: 4.0<br> Baths: 2.0,27,8,0,2,3.0793667964517395
4817,4937,https://chicago.craigslist.org/chc/apa/d/chicago-wonderfully-updated-5-bedroom-3/6921113745.html,Wonderfully Updated 5 Bedroom/3 Bath in Lake View - 3920 N. Janssen Ave #3920-3,Jul  1,41.9543,-87.6575, (Lake View),5.0,3.0,,,3845.0,price: $3845.0<br>Beds: 5.0<br> Baths: 3.0,3,2,0,2,5.294094356896243
4818,4938,https://chicago.craigslist.org/chc/apa/d/chicago-stunning-3-bedroom-2-bath-in/6921053182.html,Stunning 3 Bedroom/2 Bath in Lake View - 3602 N. Hermitage Ave #1,Jul  1,41.9543,-87.6575, (Lake View),3.0,2.0,,,2445.0,price: $2445.0<br>Beds: 3.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4819,4939,https://chicago.craigslist.org/sox/apa/d/chicago-condo-styleyou-dont-want-to/6923242199.html,CONDO STYLE...YOU DON'T WANT TO MISS OUT ON THIS.. NO SECURITY DEPOSIT,Jul  1,41.762,-87.5703, (Near 68th S. Clyde),1.0,1.0,,,900.0,price: $900.0<br>Beds: 1.0<br> Baths: 1.0,7,3,0,3,8.825982826265532
4820,4940,https://chicago.craigslist.org/chc/apa/d/chicago-quality-north-center-3-bedroom/6921064693.html,Quality North Center 3 Bedroom - 3656 N. Lincoln Ave. #3656-C,Jul  1,41.9543,-87.6575, (North Center),3.0,2.0,,,2525.0,price: $2525.0<br>Beds: 3.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4821,4941,https://chicago.craigslist.org/chc/apa/d/chicago-magnificent-4-bedroom-2-bath-in/6921034591.html,Magnificent 4 Bedroom/2 Bath in Lake View  - 845 W. Sheridan Road #845-1,Jul  1,41.9543,-87.6575, (Lake View),4.0,2.0,,,2995.0,price: $2995.0<br>Beds: 4.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4822,4942,https://chicago.craigslist.org/chc/apa/d/chicago-prime-lincoln-park-location/6921058214.html,Prime Lincoln Park Location - 713 W. Wrightwood Ave #713-3R,Jul  1,41.9229,-87.6483, (Lincoln Park),1.0,1.0,,,1545.0,price: $1545.0<br>Beds: 1.0<br> Baths: 1.0,27,8,0,2,3.0793667964517395
4823,4943,https://chicago.craigslist.org/chc/apa/d/chicago-magnificent-5-bedroom-3-bath-in/6921055700.html,Magnificent 5 Bedroom/3 Bath in Lake View  - 3800 N. Greenview Ave #3800-1,Jul  1,41.9543,-87.6575, (Lake View),5.0,3.0,,,3345.0,price: $3345.0<br>Beds: 5.0<br> Baths: 3.0,3,2,0,2,5.294094356896243
4824,4944,https://chicago.craigslist.org/chc/apa/d/chicago-prime-lincoln-park-location/6921067240.html,Prime Lincoln Park Location  - 2247 N. Lincoln #2247-3,Jul  1,41.9229,-87.6483, (Lincoln Park),3.0,2.0,,,2725.0,price: $2725.0<br>Beds: 3.0<br> Baths: 2.0,27,8,0,2,3.0793667964517395
4825,4945,https://chicago.craigslist.org/chc/apa/d/chicago-perfect-lincoln-park-4-bedroom/6921046553.html,Perfect Lincoln Park 4 Bedroom - 2058 Cleveland Ave #2058-3,Jul  1,41.9229,-87.6483, (Lincoln Park),4.0,3.0,,,4195.0,price: $4195.0<br>Beds: 4.0<br> Baths: 3.0,27,8,0,2,3.0793667964517395
4826,4946,https://chicago.craigslist.org/sox/apa/d/chicago-condo-styleyou-dont-want-to/6923201779.html,CONDO STYLE...YOU DON'T WANT TO MISS OUT ON THIS.. NO SECURITY DEPOSIT,Jul  1,41.762,-87.5703, (Near 68th S. Clyde),2.0,0.0,,,1200.0,price: $1200.0<br>Beds: 2.0<br> Baths: 0.0,7,3,0,3,8.825982826265532
4827,4947,https://chicago.craigslist.org/chc/apa/d/chicago-1bd-available-now-tons-of/6911467132.html,1BD available now w/tons of natural light! No deposit!,Jul  1,41.768134,-87.567366, (South Shore),1.0,1.0,600.0,"['available jun 13', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'street parking']",949.0,price: $949.0<br>Beds: 1.0<br> Baths: 1.0,7,3,0,2,8.506537855431313
4828,4948,https://chicago.craigslist.org/chc/apa/d/chicago-prime-wrigleyville-location/6921663759.html,Prime Wrigleyville Location - 3824 N. Sheffield Ave #2,Jul  1,41.9543,-87.6575, (Wrigleyville),4.0,2.0,,,3045.0,price: $3045.0<br>Beds: 4.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4829,4949,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-wrigleyville-4-bedroom/6921661096.html,Amazing Wrigleyville 4 Bedroom - 3822 N. Sheffield Ave #3822-2,Jul  1,41.9543,-87.6575, (Wrigleyville),4.0,2.0,,,3045.0,price: $3045.0<br>Beds: 4.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4830,4950,https://chicago.craigslist.org/chc/apa/d/chicago-prime-north-center-location/6921652259.html,Prime North Center Location - 1808 W. Patterson Ave #1808-2A,Jul  1,41.9543,-87.6575, (North Center),3.0,2.0,,,2525.0,price: $2525.0<br>Beds: 3.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4831,4951,https://chicago.craigslist.org/chc/apa/d/chicago-perfect-3-bedroom-2-bath-in/6921640192.html,Perfect 3 Bedroom/2 Bath in Wrigleyville - 1338 W. Waveland Ave #1338-1,Jul  1,41.9543,-87.6575, (Wrigleyville),3.0,2.0,,,2795.0,price: $2795.0<br>Beds: 3.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4832,4952,https://chicago.craigslist.org/chc/apa/d/chicago-prime-wrigleyville-location/6921637771.html,Prime Wrigleyville Location - 1336 W. Waveland Ave #1336-3,Jul  1,41.9543,-87.6575, (Wrigleyville),3.0,1.0,,,2295.0,price: $2295.0<br>Beds: 3.0<br> Baths: 1.0,3,2,0,2,5.294094356896243
4833,4953,https://chicago.craigslist.org/chc/apa/d/chicago-perfect-lake-view-4-bedroom/6921604938.html,Perfect Lake View 4 Bedroom - 3722 N. Fremont St #3722-2,Jul  1,41.9543,-87.6575, (Lake View),4.0,2.0,,,3345.0,price: $3345.0<br>Beds: 4.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4834,4954,https://chicago.craigslist.org/chc/apa/d/chicago-great-lake-view-4-bedroom-with/6921610397.html,Great Lake View 4 Bedroom with Private Outdoor Space - 849 W. Grace Street #849G,Jul  1,41.9543,-87.6575, (Lake View),4.0,2.0,,,3195.0,price: $3195.0<br>Beds: 4.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4835,4955,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-4-bedroom-3-bath-in/6921599630.html,Beautiful 4 Bedroom/3 Bath in Lincoln Park - 2056 N. Cleveland Ave #2056-2,Jul  1,41.9229,-87.6483, (Lincoln Park),4.0,3.0,,,4195.0,price: $4195.0<br>Beds: 4.0<br> Baths: 3.0,27,8,0,2,3.0793667964517395
4836,4956,https://chicago.craigslist.org/chc/apa/d/chicago-wonderfully-updated/6921607654.html,Wonderfully Updated Wrigleyville 4 Bedroom - 3824 N. Sheffield Ave #3824-3,Jul  1,41.9543,-87.6575, (Wrigleyville),4.0,2.0,,,3045.0,price: $3045.0<br>Beds: 4.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4837,4957,https://chicago.craigslist.org/chc/apa/d/chicago-great-lincoln-park-5-bedroom/6921597207.html,Great Lincoln Park 5 Bedroom with Private Outdoor Space - 518 W. Fullerton Pkwy ,Jul  1,41.9229,-87.6483, (Lincoln Park),5.0,4.0,,,4845.0,price: $4845.0<br>Beds: 5.0<br> Baths: 4.0,27,8,0,2,3.0793667964517395
4838,4958,https://chicago.craigslist.org/chc/apa/d/chicago-prime-lincoln-park-location/6921584322.html,Prime Lincoln Park Location - 713 W. Wrightwood Ave #713-3R,Jul  1,41.9229,-87.6483, (Lincoln Park),1.0,1.0,,,1545.0,price: $1545.0<br>Beds: 1.0<br> Baths: 1.0,27,8,0,2,3.0793667964517395
4839,4959,https://chicago.craigslist.org/chc/apa/d/chicago-wonderfully-updated-lincoln/6921589417.html,Wonderfully Updated Lincoln Park 3 Bedroom - 713 W. Wrightwood Ave #713-2F,Jul  1,41.9229,-87.6483, (Lincoln Park),3.0,2.0,,,2645.0,price: $2645.0<br>Beds: 3.0<br> Baths: 2.0,27,8,0,2,3.0793667964517395
4840,4960,https://chicago.craigslist.org/chc/apa/d/chicago-prime-north-center-location/6921586896.html,Prime North Center Location - 3656 N. Lincoln Ave. #3656-C,Jul  1,41.9543,-87.6575, (North Center),3.0,2.0,,,2525.0,price: $2525.0<br>Beds: 3.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4841,4961,https://chicago.craigslist.org/chc/apa/d/chicago-prime-lincoln-park-location/6921592131.html,Prime Lincoln Park Location - 2247 N. Lincoln #2247-3,Jul  1,41.9229,-87.6483, (Lincoln Park),3.0,2.0,,,2725.0,price: $2725.0<br>Beds: 3.0<br> Baths: 2.0,27,8,0,2,3.0793667964517395
4842,4962,https://chicago.craigslist.org/chc/apa/d/chicago-perfect-5-bedroom-3-bath-in/6921582050.html,Perfect 5 Bedroom/3 Bath in Lake View - 3800 N. Greenview Ave #3800-1,Jul  1,41.9543,-87.6575, (Lake View),5.0,3.0,,,3345.0,price: $3345.0<br>Beds: 5.0<br> Baths: 3.0,3,2,0,2,5.294094356896243
4843,4963,https://chicago.craigslist.org/chc/apa/d/chicago-large-albany-park-2br-1b-parking/6919732588.html,Large Albany Park 2BR/1B + Parking,Jul  1,41.964755,-87.708664, (Albany Park),2.0,1.0,1400.0,"['available aug 1', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking']",1500.0,price: $1500.0<br>Beds: 2.0<br> Baths: 1.0,8,1,0,3,6.9020683253007356
4844,4964,https://chicago.craigslist.org/chc/apa/d/chicago-prime-lake-view-location/6921573625.html,Prime Lake View Location - 3602 N. Hermitage Ave #1,Jul  1,41.9543,-87.6575, (Lake View),3.0,2.0,,,2445.0,price: $2445.0<br>Beds: 3.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4845,4965,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-3-bedroom-in-lake/6921571320.html,Beautiful 3 Bedroom in Lake View -852 W. Waveland Ave #852-2,Jul  1,41.9543,-87.6575, (Lake View),3.0,1.0,,,2145.0,price: $2145.0<br>Beds: 3.0<br> Baths: 1.0,3,2,0,2,5.294094356896243
4846,4966,https://chicago.craigslist.org/chc/apa/d/chicago-stunning-lincoln-park-4-bedroom/6921568808.html,Stunning Lincoln Park 4 Bedroom - 2058 Cleveland Ave #2058-3,Jul  1,41.9229,-87.6483, (Lincoln Park),4.0,3.0,,,4195.0,price: $4195.0<br>Beds: 4.0<br> Baths: 3.0,27,8,0,2,3.0793667964517395
4847,4967,https://chicago.craigslist.org/chc/apa/d/chicago-prime-north-center-location/6921565616.html,Prime North Center Location - 1826 W. Patterson #1826-2,Jul  1,41.9543,-87.6575, (North Center),3.0,2.0,,,2295.0,price: $2295.0<br>Beds: 3.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4848,4968,https://chicago.craigslist.org/chc/apa/d/chicago-quality-lake-view-3-bedroom/6921563271.html,Quality Lake View 3 Bedroom - 854 W. Waveland Ave #854-2,Jul  1,41.9543,-87.6575, (Lake View),3.0,2.0,,,2595.0,price: $2595.0<br>Beds: 3.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4849,4969,https://chicago.craigslist.org/chc/apa/d/chicago-prime-lake-view-location-grace/6921560849.html,Prime Lake View Location - 849 W. Grace Street #849G-1,Jul  1,41.9543,-87.6575, (Lake View),4.0,2.0,,,3195.0,price: $3195.0<br>Beds: 4.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4850,4970,https://chicago.craigslist.org/chc/apa/d/chicago-quality-4-bedroom-2-bath-in/6921558237.html,Quality 4 Bedroom/2 Bath in Lake View - 845 W. Sheridan Road #845-1,Jul  1,41.9543,-87.6575, (Lake View),4.0,2.0,,,2995.0,price: $2995.0<br>Beds: 4.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4851,4971,https://chicago.craigslist.org/chc/apa/d/chicago-breathtaking-3-bedroom-2-bath/6921518922.html,Breathtaking 3 Bedroom/2 Bath in North Center - 3656 N. Lincoln Ave. #3656-D,Jul  1,41.9543,-87.6575, (North Center),3.0,2.0,,,2525.0,price: $2525.0<br>Beds: 3.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4852,4972,https://chicago.craigslist.org/chc/apa/d/chicago-prime-lake-view-location/6921517947.html,Prime Lake View Location - 3600 N. Hermitage Ave #3600-3,Jul  1,41.9543,-87.6575, (Lake View),3.0,1.0,,,2145.0,price: $2145.0<br>Beds: 3.0<br> Baths: 1.0,3,2,0,2,5.294094356896243
4853,4973,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-lake-view-3-bedroom/6921512330.html,Amazing Lake View 3 Bedroom - 1415-1417 W. Belle Plaine Ave #1415-3,Jul  1,41.9543,-87.6575, (Lake View),3.0,2.0,,,2195.0,price: $2195.0<br>Beds: 3.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4854,4974,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-3-bedroom-2-bath-in/6921507471.html,Amazing 3 Bedroom/2 Bath in Lake View - 3355 N. Clark Ave. #2S,Jul  1,41.9399,-87.6528, (Lake View),3.0,2.0,,,3425.0,price: $3425.0<br>Beds: 3.0<br> Baths: 2.0,42,4,0,5,4.274104232965883
4855,4976,https://chicago.craigslist.org/chc/apa/d/chicago-stunning-6-bedroom-4-bath-in/6921505374.html,Stunning 6+ Bedroom/4 Bath in Lake View - 1742 W. Addison #1742-1,Jul  1,41.9543,-87.6575, (Lake View),6.0,4.0,,,3945.0,price: $3945.0<br>Beds: 6.0<br> Baths: 4.0,3,2,0,2,5.294094356896243
4856,4977,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-3-bedroom-2-bath-in/6921503049.html,Amazing 3 Bedroom/2 Bath in Lake View - 3355 N. Clark Ave. #3355-4N,Jul  1,41.9399,-87.6528, (Lake View),3.0,2.0,,,3445.0,price: $3445.0<br>Beds: 3.0<br> Baths: 2.0,42,4,0,5,4.274104232965883
4857,4978,https://chicago.craigslist.org/chc/apa/d/chicago-breathtaking-lake-view-3/6921496296.html,Breathtaking Lake View 3 Bedroom - 3600 N. Hermitage Ave #3600-2,Jul  1,41.9543,-87.6575, (Lake View),3.0,1.0,,,2145.0,price: $2145.0<br>Beds: 3.0<br> Baths: 1.0,3,2,0,2,5.294094356896243
4858,4979,https://chicago.craigslist.org/sox/apa/d/chicago-direct-debit-available-bicycle/6923366940.html,"Direct debit available, Bicycle storage room, Wood flooring",Jul  1,41.773523,-87.568287,,0.0,1.0,400.0,['apartment'],872.0,price: $872.0<br>Beds: 0.0<br> Baths: 1.0,0,0,0,2,8.152547691813112
4859,4980,https://chicago.craigslist.org/chc/apa/d/chicago-prime-wrigleyville-location/6921198258.html,Prime Wrigleyville Location - 3824 N. Sheffield Ave #3824-G,Jul  1,41.9543,-87.6575, (Wrigleyville),4.0,2.0,,,2695.0,price: $2695.0<br>Beds: 4.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4860,4981,https://chicago.craigslist.org/chc/apa/d/chicago-quality-3-bedroom-2-bath-in/6921056016.html,Quality 3 Bedroom/2 Bath in Wrigleyville - 1342 W. Waveland Ave #3,Jul  1,41.9543,-87.6575, (Wrigleyville),3.0,2.0,,,2345.0,price: $2345.0<br>Beds: 3.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4861,4982,https://chicago.craigslist.org/chc/apa/d/chicago-wonderfully-updated-3-bedroom/6921050218.html,Wonderfully Updated 3 Bedroom in Lake View - 852 W. Waveland Ave #852-2,Jul  1,41.9543,-87.6575, (Lake View),3.0,1.0,,,2145.0,price: $2145.0<br>Beds: 3.0<br> Baths: 1.0,3,2,0,2,5.294094356896243
4862,4983,https://chicago.craigslist.org/chc/apa/d/chicago-charming-north-center-3-bedroom/6921043618.html,Charming North Center 3 Bedroom - 1826 W. Patterson #1826-2,Jul  1,41.9543,-87.6575, (North Center),3.0,2.0,,,2295.0,price: $2295.0<br>Beds: 3.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4863,4984,https://chicago.craigslist.org/chc/apa/d/chicago-breathtaking-lake-view-3/6921041332.html,Breathtaking Lake View 3 Bedroom - 854 W. Waveland Ave #854-2,Jul  1,41.9543,-87.6575, (Lake View),3.0,2.0,,,2595.0,price: $2595.0<br>Beds: 3.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4864,4985,https://chicago.craigslist.org/chc/apa/d/chicago-charming-4-bedroom-2-bath-in/6921037096.html,Charming 4 Bedroom/2 Bath in Lake View  - 849 W. Grace Street #849G-1,Jul  1,41.9543,-87.6575, (Lake View),4.0,2.0,,,3195.0,price: $3195.0<br>Beds: 4.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4865,4986,https://chicago.craigslist.org/chc/apa/d/chicago-breathtaking-6-bedroom-4-bath/6921019472.html,Breathtaking 6+ Bedroom/4 Bath in Wicker Park -1238 N. Noble #1238-1,Jul  1,41.9008,-87.6528, (Wicker Park),6.0,4.0,,,4395.0,price: $4395.0<br>Beds: 6.0<br> Baths: 4.0,3,2,0,1,1.6556466753462413
4866,4987,https://chicago.craigslist.org/chc/apa/d/chicago-prime-north-center-location/6921031471.html,Prime North Center Location - 3656 N. Lincoln Ave. #3656-D,Jul  1,41.9543,-87.6575, (North Center),3.0,2.0,,,2525.0,price: $2525.0<br>Beds: 3.0<br> Baths: 2.0,3,2,0,2,5.294094356896243
4867,4988,https://chicago.craigslist.org/chc/apa/d/chicago-prime-west-loop-location-216/6921007170.html,Prime West Loop Location -216 N. May Street #216-302,Jul  1,41.8721,-87.6578, (West Loop),3.0,2.0,,,3495.0,price: $3495.0<br>Beds: 3.0<br> Baths: 2.0,9,4,0,3,1.0085168139971645
4868,4989,https://chicago.craigslist.org/chc/apa/d/chicago-granite-and-stainless-steel/6915885991.html,Granite and Stainless Steel | Renovated Studio | July 15,Jul  1,41.884529,-87.624485, (151 N Michigan Ave),0.0,1.0,,,1645.0,price: $1645.0<br>Beds: 0.0<br> Baths: 1.0,50,1,0,19,0.9071508079008936
4869,4990,https://chicago.craigslist.org/chc/apa/d/chicago-great-price-on-this-cool-studio/6924700369.html,*** GREAT PRICE ON THIS COOL STUDIO - IN UNIT LAUNDRY ***,Jul  1,41.9719,-87.6624, (Uptown),0.0,1.0,,,950.0,price: $950.0<br>Beds: 0.0<br> Baths: 1.0,11,2,0,6,6.534394429557354
4870,4991,https://chicago.craigslist.org/chc/apa/d/chicago-modern-one-bedroom-in-river/6924700395.html,Modern One Bedroom in River North ~ Pool & Gym,Jul  1,41.890836,-87.634215, (Chicago - River North),1.0,1.0,,,2500.0,price: $2500.0<br>Beds: 1.0<br> Baths: 1.0,50,0,0,13,0.8944098118856232
4871,4992,https://chicago.craigslist.org/chc/apa/d/chicago-rare-2-room-lincoln-park-studio/6924700501.html,Rare 2 Room Lincoln Park Studio Apartment,Jul  1,41.927632,-87.639454, (Chicago - Lincoln Park),0.0,1.0,510.0,"['available jul 1', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no parking']",1195.0,price: $1195.0<br>Beds: 0.0<br> Baths: 1.0,23,3,0,0,3.3788006646397366
